anios	trabajo	estado	contacto	mes	dia	cambios	problemas	cantidad
30	teacher	married	telephone	may	thu	58	1	5191
37	management	married	cellular	may	fri	292	3	5008.7
63	retired	married	cellular	jul	thu	261	1	4991.6
39	management	married	cellular	apr	fri	177	1	5099.1
28	administrator	single	cellular	may	mon	442	1	5099.1
31	services	married	cellular	nov	thu	220	1	5195.8
35	teacher	single	telephone	may	wed	395	2	5191
52	independent	married	telephone	may	wed	323	7	5191
45	retired	married	cellular	aug	wed	45	2	5228.1
50	housemaid	married	telephone	jun	thu	86	1	5228.1
58	management	married	telephone	may	thu	205	2	5191
38	administrator	married	cellular	may	fri	240	1	5099.1
36	teacher	married	cellular	may	wed	217	1	5099.1
53	technician	married	cellular	jul	fri	264	2	5228.1
37	administrator	married	cellular	aug	mon	395	3	5228.1
38	teacher	married	telephone	jun	tue	119	2	5228.1
41	teacher	married	cellular	nov	thu	136	1	5195.8
57	administrator	married	telephone	may	mon	616	1	5191
56	services	married	telephone	jun	mon	746	2	5228.1
48	management	married	cellular	nov	fri	591	1	5195.8
35	independent	married	telephone	jul	thu	172	5	5228.1
31	services	single	telephone	aug	wed	701	1	5076.2
41	administrator	married	cellular	nov	mon	297	1	5195.8
57	retired	married	telephone	may	tue	383	1	5191
28	administrator	married	cellular	may	wed	201	1	5099.1
31	teacher	married	cellular	jul	wed	248	2	5228.1
36	administrator	divorced	cellular	aug	tue	112	2	5228.1
34	administrator	married	cellular	aug	tue	148	1	5228.1
38	teacher	married	cellular	may	tue	119	1	5099.1
42	teacher	married	telephone	may	tue	190	3	5191
59	administrator	married	telephone	may	thu	285	1	5191
35	technician	married	telephone	may	fri	371	2	5191
29	management	single	telephone	jun	wed	40	3	5228.1
41	management	married	cellular	nov	thu	329	2	5195.8
48	teacher	married	cellular	may	thu	370	2	5099.1
37	technician	single	telephone	jun	mon	51	4	5228.1
58	teacher	married	cellular	may	wed	74	2	5099.1
31	unemployed	single	cellular	apr	fri	55	1	5099.1
30	administrator	single	cellular	jul	tue	1352	2	5228.1
31	technician	divorced	cellular	jul	wed	625	1	5228.1
49	administrator	married	telephone	may	mon	220	3	5191
58	independent	married	telephone	jun	tue	380	4	5228.1
41	administrator	married	telephone	jun	thu	85	2	5228.1
34	entrepreneur	married	cellular	aug	wed	73	3	5228.1
56	administrator	married	cellular	aug	tue	182	1	5228.1
30	administrator	single	cellular	aug	mon	123	4	5228.1
37	technician	single	telephone	may	fri	391	1	5191
44	administrator	married	cellular	jul	mon	53	1	5228.1
44	management	married	cellular	mar	thu	61	2	5099.1
56	management	married	telephone	jun	tue	941	3	5228.1
33	teacher	single	telephone	may	thu	33	7	5099.1
41	entrepreneur	divorced	telephone	may	thu	234	1	5191
38	unemployed	divorced	telephone	may	wed	152	3	5191
35	teacher	married	telephone	jun	mon	373	2	5228.1
41	technician	married	cellular	oct	wed	391	2	4963.6
40	administrator	single	cellular	nov	wed	53	2	5195.8
38	administrator	single	cellular	aug	wed	181	1	5228.1
36	management	married	cellular	jul	wed	777	10	5228.1
27	teacher	single	cellular	may	thu	101	1	5099.1
53	retired	married	telephone	apr	thu	67	3	5099.1
33	administrator	single	telephone	jun	wed	113	1	5228.1
51	teacher	divorced	telephone	may	wed	180	2	5191
35	technician	married	telephone	may	tue	207	2	5191
43	teacher	divorced	telephone	jun	fri	222	2	5228.1
60	retired	married	telephone	may	fri	32	3	5191
28	entrepreneur	married	cellular	jul	wed	175	1	5228.1
36	teacher	married	cellular	jul	mon	179	1	5228.1
50	services	divorced	telephone	may	thu	217	1	5191
37	teacher	divorced	cellular	apr	mon	23	4	5099.1
32	teacher	married	telephone	may	thu	128	3	5191
38	technician	single	cellular	jul	thu	72	1	5228.1
46	administrator	married	telephone	jun	fri	354	2	5228.1
52	technician	divorced	cellular	aug	tue	126	4	5228.1
38	technician	divorced	telephone	may	fri	78	3	5191
41	technician	divorced	telephone	jul	wed	38	1	5228.1
36	teacher	married	cellular	jul	thu	201	1	5228.1
39	services	single	telephone	jun	wed	205	3	5228.1
28	student	single	telephone	aug	wed	6	1	4991.6
70	housemaid	divorced	cellular	sep	tue	213	1	5017.5
36	administrator	married	cellular	aug	thu	163	5	5228.1
30	technician	single	telephone	may	tue	84	4	5191
77	retired	married	cellular	may	wed	152	1	5008.7
37	administrator	single	cellular	aug	fri	212	7	5228.1
33	technician	single	cellular	apr	mon	148	2	5099.1
40	administrator	single	telephone	may	thu	177	1	5191
31	administrator	single	cellular	aug	thu	116	3	5228.1
52	teacher	married	cellular	aug	fri	88	3	5228.1
37	teacher	married	telephone	jun	fri	124	2	5228.1
34	technician	married	cellular	apr	fri	141	2	5099.1
22	student	single	cellular	may	fri	312	1	5099.1
52	administrator	married	cellular	sep	wed	953	2	4963.6
43	technician	married	telephone	may	wed	96	3	5191
34	technician	married	cellular	aug	mon	187	1	5228.1
41	services	married	telephone	may	thu	102	4	5191
33	administrator	married	cellular	aug	fri	74	2	5228.1
49	housemaid	married	telephone	may	thu	41	1	5191
31	technician	married	cellular	jul	tue	404	1	5076.2
26	student	single	cellular	jun	wed	78	2	5076.2
30	administrator	single	telephone	may	mon	222	6	5099.1
46	teacher	married	cellular	may	wed	19	1	5099.1
27	teacher	single	cellular	may	thu	101	1	5099.1
48	entrepreneur	married	telephone	jul	thu	202	1	5228.1
25	unemployed	single	cellular	apr	thu	260	2	5099.1
25	management	single	telephone	may	wed	126	4	5191
40	administrator	married	cellular	aug	tue	105	1	5228.1
59	retired	married	cellular	aug	tue	464	2	5228.1
32	technician	single	telephone	may	wed	269	2	5191
33	teacher	married	cellular	jul	wed	1019	11	5228.1
38	technician	single	cellular	may	mon	428	2	5099.1
32	services	divorced	cellular	may	fri	133	4	5099.1
35	teacher	married	telephone	may	thu	98	2	5191
32	technician	single	telephone	may	wed	857	1	5191
55	technician	married	cellular	aug	tue	160	2	5228.1
30	technician	single	cellular	jul	tue	154	1	5228.1
36	technician	married	telephone	jun	mon	302	1	5228.1
35	teacher	married	cellular	may	fri	63	1	5099.1
39	technician	married	cellular	may	thu	189	2	5099.1
42	teacher	divorced	cellular	apr	mon	20	2	5099.1
42	technician	divorced	telephone	may	tue	190	1	5191
29	administrator	single	telephone	may	thu	36	6	5099.1
37	administrator	married	telephone	may	wed	108	1	5191
42	unemployed	married	telephone	jun	fri	89	1	5228.1
39	technician	married	cellular	apr	tue	226	2	5099.1
44	teacher	single	cellular	nov	tue	182	1	5195.8
41	technician	divorced	telephone	jun	fri	128	2	5228.1
33	services	single	cellular	nov	wed	210	2	5195.8
35	teacher	married	cellular	jul	fri	157	1	5228.1
45	unemployed	married	cellular	nov	mon	75	1	5195.8
29	management	single	cellular	jul	mon	84	3	5228.1
46	entrepreneur	married	cellular	apr	mon	466	3	5099.1
27	teacher	married	telephone	may	tue	314	3	5191
41	entrepreneur	divorced	cellular	may	fri	317	1	5099.1
55	unknown	married	cellular	aug	thu	60	4	5228.1
39	administrator	married	cellular	nov	mon	148	1	4963.6
36	administrator	single	cellular	may	tue	69	3	5099.1
30	services	single	cellular	jul	thu	248	5	5228.1
36	teacher	married	cellular	nov	wed	217	1	5195.8
41	technician	married	telephone	may	wed	446	2	5191
44	technician	married	telephone	jun	mon	160	2	5228.1
39	management	married	telephone	jun	wed	255	2	5228.1
38	teacher	married	cellular	nov	thu	738	2	5195.8
23	technician	single	cellular	may	thu	104	1	5099.1
48	administrator	married	cellular	aug	fri	246	7	5228.1
29	independent	married	cellular	jul	tue	125	2	5228.1
37	services	married	telephone	jun	fri	115	4	5228.1
50	technician	married	telephone	jun	mon	352	1	5228.1
54	entrepreneur	married	cellular	apr	fri	52	1	5099.1
25	technician	married	cellular	may	mon	106	1	5099.1
39	teacher	married	cellular	may	fri	8	6	5099.1
28	administrator	married	cellular	aug	fri	140	1	5076.2
32	administrator	married	cellular	may	thu	366	2	5099.1
42	teacher	married	cellular	may	thu	36	3	5099.1
32	administrator	single	cellular	nov	tue	398	2	5195.8
39	teacher	married	cellular	jul	thu	388	2	5228.1
55	retired	married	cellular	jul	fri	659	2	5228.1
43	administrator	married	telephone	jun	tue	104	2	5228.1
42	teacher	married	cellular	may	fri	306	1	5099.1
38	teacher	married	telephone	jun	tue	350	3	5228.1
29	independent	married	cellular	mar	wed	101	1	5099.1
44	administrator	single	cellular	nov	mon	184	3	5195.8
26	management	single	cellular	may	tue	165	1	5099.1
34	technician	single	cellular	jul	wed	1078	8	5228.1
46	services	married	cellular	jul	thu	153	4	5228.1
39	independent	married	cellular	nov	tue	95	1	5195.8
37	teacher	married	cellular	nov	fri	224	3	5195.8
31	technician	single	telephone	jun	wed	119	1	4991.6
52	teacher	married	telephone	may	tue	57	2	5191
35	teacher	single	telephone	may	thu	104	1	5191
35	administrator	married	cellular	may	mon	226	1	5099.1
30	administrator	married	cellular	may	mon	27	7	5099.1
42	teacher	married	cellular	apr	fri	434	1	5099.1
38	teacher	married	cellular	may	thu	130	2	5099.1
48	technician	married	telephone	jun	mon	85	1	5228.1
29	services	single	cellular	jul	mon	234	2	5228.1
25	administrator	married	telephone	may	fri	4	2	5191
43	teacher	single	telephone	jul	thu	28	4	5228.1
37	administrator	single	cellular	aug	fri	212	7	5228.1
47	administrator	married	telephone	may	wed	465	11	5191
35	teacher	married	telephone	jun	fri	170	1	5228.1
29	administrator	single	telephone	may	tue	110	2	5191
34	entrepreneur	married	cellular	aug	wed	73	3	5228.1
29	administrator	single	telephone	jul	mon	310	3	5228.1
43	teacher	single	telephone	nov	wed	401	1	5195.8
37	administrator	divorced	telephone	may	fri	99	8	5191
28	technician	single	cellular	jul	tue	445	2	5228.1
40	technician	married	cellular	may	mon	192	4	5099.1
31	independent	married	cellular	sep	wed	106	1	5017.5
45	technician	married	cellular	jul	wed	394	1	5228.1
43	entrepreneur	divorced	cellular	jul	fri	94	2	5228.1
60	unemployed	married	cellular	apr	thu	1260	2	5099.1
35	technician	divorced	cellular	nov	tue	514	1	4963.6
29	services	married	telephone	may	tue	95	4	5191
34	teacher	married	telephone	jun	wed	74	1	5228.1
42	entrepreneur	married	cellular	may	mon	120	2	5099.1
43	teacher	single	telephone	may	fri	551	2	5191
62	entrepreneur	married	telephone	sep	tue	722	1	5017.5
39	administrator	married	cellular	jul	thu	604	2	5228.1
29	technician	married	cellular	jun	wed	150	2	5076.2
54	independent	married	telephone	may	fri	235	1	5191
56	services	married	cellular	aug	fri	149	2	5228.1
29	teacher	divorced	telephone	nov	tue	272	2	5195.8
34	independent	married	cellular	nov	thu	488	1	5195.8
48	teacher	married	cellular	aug	thu	106	2	5228.1
46	management	divorced	cellular	jul	fri	317	6	5228.1
46	management	married	telephone	may	thu	319	7	5191
48	administrator	divorced	telephone	jul	mon	352	2	5228.1
46	administrator	single	cellular	may	mon	8	4	5099.1
29	entrepreneur	married	telephone	jul	tue	208	5	5228.1
45	administrator	married	cellular	may	fri	271	1	5099.1
26	teacher	married	cellular	jul	wed	142	3	5228.1
35	unemployed	married	telephone	jun	wed	60	4	5228.1
34	technician	married	cellular	aug	tue	193	1	5076.2
37	teacher	married	cellular	apr	mon	724	2	5099.1
32	technician	married	cellular	aug	wed	153	1	5228.1
47	technician	married	cellular	aug	tue	111	2	5228.1
40	technician	married	telephone	may	tue	202	3	5191
39	administrator	married	telephone	jun	thu	65	3	5228.1
47	teacher	married	cellular	aug	thu	227	3	5228.1
34	administrator	single	cellular	aug	mon	298	1	5228.1
44	independent	divorced	cellular	jun	thu	310	1	4991.6
46	administrator	married	telephone	may	fri	515	2	5191
47	administrator	married	cellular	aug	thu	168	1	5228.1
43	management	married	cellular	aug	wed	118	1	5228.1
47	services	married	telephone	jun	fri	177	3	5228.1
45	management	married	cellular	may	thu	165	1	5008.7
32	administrator	single	cellular	may	wed	183	2	5099.1
52	housemaid	divorced	telephone	may	wed	222	4	5191
36	administrator	married	telephone	may	thu	114	1	5191
23	administrator	single	cellular	may	thu	258	1	5099.1
31	entrepreneur	married	cellular	nov	wed	360	1	5195.8
35	management	single	cellular	nov	thu	207	1	5195.8
29	administrator	married	cellular	jul	tue	165	3	5228.1
30	services	married	telephone	may	fri	265	3	5191
43	administrator	married	cellular	jul	tue	101	3	5228.1
43	teacher	single	telephone	may	thu	137	1	5008.7
42	technician	single	telephone	may	tue	162	4	5191
38	teacher	married	telephone	may	mon	183	1	5191
30	services	married	cellular	jul	tue	70	2	5228.1
38	teacher	divorced	cellular	jul	fri	294	1	5228.1
41	independent	married	cellular	aug	mon	135	3	5228.1
27	unemployed	married	cellular	jul	wed	72	1	5228.1
46	services	married	cellular	nov	mon	966	3	5195.8
32	technician	single	cellular	jul	thu	100	1	5228.1
44	management	married	telephone	may	fri	627	1	5191
33	administrator	married	cellular	apr	thu	179	1	5099.1
32	technician	married	cellular	aug	fri	40	1	5228.1
31	administrator	single	cellular	apr	thu	102	1	5099.1
59	management	married	telephone	may	mon	460	5	5191
36	technician	married	telephone	may	tue	95	1	5191
38	entrepreneur	married	telephone	may	thu	229	1	5191
48	services	divorced	cellular	apr	thu	235	2	5099.1
42	housemaid	married	cellular	aug	thu	2372	3	5228.1
34	administrator	single	cellular	aug	wed	209	3	5228.1
36	services	single	telephone	may	mon	291	1	5191
25	technician	single	cellular	nov	wed	541	1	5017.5
33	teacher	married	cellular	apr	mon	19	5	5099.1
32	teacher	married	cellular	may	thu	1020	1	5099.1
43	administrator	married	cellular	nov	mon	139	2	5195.8
60	management	married	cellular	oct	wed	219	2	5017.5
31	teacher	married	cellular	jul	fri	45	2	5228.1
41	administrator	single	cellular	jul	tue	253	1	5228.1
37	entrepreneur	single	telephone	may	fri	180	2	5191
58	management	divorced	cellular	nov	wed	168	1	5195.8
35	teacher	married	cellular	jul	tue	87	2	5228.1
45	administrator	divorced	cellular	jul	mon	340	1	5228.1
29	administrator	single	cellular	aug	fri	214	4	5228.1
49	teacher	married	telephone	may	tue	95	1	5191
50	teacher	married	telephone	nov	thu	547	2	5195.8
45	teacher	single	cellular	aug	wed	249	1	5076.2
50	administrator	married	cellular	may	wed	208	2	5008.7
47	teacher	divorced	telephone	may	fri	1161	3	5191
52	administrator	married	cellular	jul	tue	79	4	5228.1
33	administrator	married	cellular	aug	fri	24	10	5228.1
39	administrator	married	telephone	may	fri	86	1	5191
50	teacher	married	cellular	jul	thu	80	2	5228.1
34	independent	single	telephone	may	wed	148	2	5191
54	teacher	married	cellular	nov	wed	138	1	5017.5
26	management	single	telephone	jun	wed	184	1	5228.1
50	technician	single	cellular	aug	thu	350	2	5228.1
44	teacher	married	cellular	aug	thu	210	1	5228.1
67	housemaid	divorced	cellular	nov	mon	655	2	4963.6
42	teacher	married	cellular	jul	thu	121	1	5228.1
77	retired	married	telephone	may	wed	372	1	5008.7
29	administrator	single	telephone	jul	fri	277	1	5228.1
57	teacher	married	cellular	apr	tue	355	3	5099.1
42	teacher	married	cellular	may	fri	262	2	5099.1
31	services	married	cellular	may	thu	582	2	5099.1
54	teacher	married	cellular	jul	thu	771	1	5228.1
42	services	divorced	cellular	may	thu	874	1	5099.1
39	administrator	divorced	cellular	aug	thu	158	1	5228.1
26	services	single	telephone	may	wed	461	1	5191
26	teacher	single	cellular	may	thu	294	2	5099.1
39	teacher	divorced	telephone	may	wed	86	2	5191
36	teacher	married	cellular	may	thu	349	1	5099.1
41	administrator	married	cellular	jul	tue	826	1	5076.2
36	technician	single	cellular	may	mon	59	1	5099.1
34	teacher	married	cellular	apr	mon	318	1	5099.1
40	teacher	single	cellular	may	wed	76	3	5099.1
34	administrator	divorced	telephone	may	wed	63	2	5191
34	management	single	telephone	may	tue	290	1	5191
47	teacher	married	cellular	aug	mon	157	2	5228.1
36	services	married	telephone	may	wed	376	2	5191
36	teacher	married	cellular	nov	wed	800	6	5195.8
32	teacher	married	cellular	may	thu	196	2	5099.1
28	administrator	single	telephone	may	tue	75	2	5191
46	administrator	married	cellular	aug	tue	160	4	5228.1
39	technician	married	cellular	apr	thu	423	2	5099.1
59	administrator	divorced	cellular	mar	tue	236	1	5008.7
34	administrator	married	cellular	aug	fri	71	1	5228.1
29	administrator	single	cellular	aug	mon	62	4	5228.1
29	administrator	single	cellular	sep	thu	180	2	4963.6
55	retired	single	cellular	nov	fri	1199	3	5195.8
37	technician	single	telephone	may	thu	248	3	5191
32	administrator	married	cellular	may	thu	187	1	5099.1
52	administrator	single	cellular	may	mon	776	4	5099.1
37	technician	married	telephone	may	fri	92	1	5191
55	teacher	divorced	cellular	jul	tue	80	1	5228.1
23	administrator	single	cellular	may	thu	70	3	5099.1
31	administrator	single	telephone	may	tue	35	1	5191
39	services	married	telephone	may	tue	918	1	5191
37	unemployed	married	telephone	jun	thu	135	1	5228.1
33	teacher	single	cellular	jul	thu	854	1	5228.1
30	teacher	married	cellular	mar	tue	658	1	5008.7
35	technician	married	cellular	aug	mon	185	1	5228.1
28	services	single	cellular	jun	wed	385	2	5076.2
46	administrator	married	telephone	aug	thu	213	1	5076.2
26	administrator	single	telephone	may	mon	130	1	5191
44	administrator	married	cellular	may	mon	55	1	5099.1
38	administrator	married	telephone	jun	tue	404	4	5228.1
50	teacher	divorced	cellular	jul	mon	629	2	5228.1
42	teacher	divorced	telephone	jul	mon	259	8	5228.1
34	technician	single	cellular	aug	tue	149	3	5228.1
32	technician	single	cellular	aug	thu	84	2	5228.1
39	housemaid	married	cellular	aug	fri	158	1	5228.1
39	teacher	married	telephone	may	thu	338	2	5191
41	technician	single	cellular	nov	mon	64	1	5195.8
45	independent	married	cellular	may	thu	171	4	5099.1
42	administrator	married	telephone	jun	wed	300	3	5228.1
25	administrator	single	cellular	apr	mon	120	1	5099.1
